,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,cod_departamento,fecha,hora,avance,ubigeo,departamento,postulaDepartamento,txUbigeo,organizacionPolitica,nombreCompleto,postulaProvincia,feNacimiento,txSexo,age
85,4,ALIANZA PARA EL PROGRESO,,100.0,"1,008","1,008","44,608",00000004.jpg,21.15,18.556,10,10/10/2022,18:13 h,98.4375,100100,ICA,ICA,100100,ALIANZA PARA EL PROGRESO,JULIO FREDY CONDORI FLORES,ICA,1967-08-07,M,55
86,59,UNO POR ICA,,100.0,"1,008","1,008","65,727",00000059.jpg,31.164,27.341,10,10/10/2022,18:13 h,98.4375,100100,ICA,ICA,100100,UNO POR ICA,CARLOS HUMBERTO REYES ROQUE,ICA,1965-04-29,M,57
87,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,"1,502","1,502","4,647",00000011.jpg,1.581,1.36,11,10/10/2022,18:13 h,100.0000,110100,JUNÍN,JUNÍN,110100,PARTIDO FRENTE DE LA ESPERANZA 2021,FERNANDO CANALES HUAMAN,HUANCAYO,1983-03-04,M,39
88,5,JUNTOS POR EL PERU,,100.0,"1,502","1,502","4,680",00000005.jpg,1.592,1.369,11,10/10/2022,18:13 h,100.0000,110100,JUNÍN,JUNÍN,110100,JUNTOS POR EL PERU,OSMAN EUCLIDES ILDEFONSO MUÑOZ,HUANCAYO,1989-04-24,M,33
89,10,PARTIDO MORADO,,100.0,"1,502","1,502","4,763",00000010.jpg,1.62,1.394,11,10/10/2022,18:13 h,100.0000,110100,JUNÍN,JUNÍN,110100,PARTIDO MORADO,JOSE JURADO VERA,HUANCAYO,1986-03-20,M,36
90,65,MOVIMIENTO REGIONAL BLOQUE POPULAR JUNIN,,100.0,"1,502","1,502","5,422",00000065.jpg,1.844,1.586,11,10/10/2022,18:13 h,100.0000,110100,JUNÍN,JUNÍN,110100,MOVIMIENTO REGIONAL BLOQUE POPULAR JUNIN,JESUS ARMANDO CONTRERAS LAZO,HUANCAYO,1977-02-13,M,45
91,64,CORAZON PATRIOTA,,100.0,"1,502","1,502","8,158",00000064.jpg,2.775,2.387,11,10/10/2022,18:13 h,100.0000,110100,JUNÍN,JUNÍN,110100,CORAZON PATRIOTA,EMILIO ANTONIO CAPCHA MANDUJANO,HUANCAYO,1986-02-12,M,36
92,3,RENOVACION POPULAR,,100.0,"1,502","1,502","8,167",00000003.jpg,2.778,2.39,11,10/10/2022,18:13 h,100.0000,110100,JUNÍN,JUNÍN,110100,RENOVACION POPULAR,MANUEL JESUS ARTEAGA MATOS,HUANCAYO,1962-09-30,M,60
93,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,"1,502","1,502","14,141",00000008.jpg,4.81,4.138,11,10/10/2022,18:13 h,100.0000,110100,JUNÍN,JUNÍN,110100,PARTIDO POLITICO NACIONAL PERU LIBRE,LUIS CARLOS DE LA CRUZ SULLCA,HUANCAYO,1980-07-25,M,42
94,63,JUNIN SOSTENIBLE CON SU GENTE,,100.0,"1,502","1,502","14,359",00000063.jpg,4.884,4.201,11,10/10/2022,18:13 h,100.0000,110100,JUNÍN,JUNÍN,110100,JUNIN SOSTENIBLE CON SU GENTE,MOISES BARTOLOME GUIA PIANTO,HUANCAYO,1966-10-06,M,56
95,1,ACCION POPULAR,,100.0,"1,502","1,502","21,608",00000001.jpg,7.35,6.322,11,10/10/2022,18:13 h,100.0000,110100,JUNÍN,JUNÍN,110100,ACCION POPULAR,MIRIAM RUTH GAVINO FERNANDEZ,HUANCAYO,1965-05-12,F,57
96,4,ALIANZA PARA EL PROGRESO,,100.0,"1,502","1,502","23,978",00000004.jpg,8.156,7.016,11,10/10/2022,18:13 h,100.0000,110100,JUNÍN,JUNÍN,110100,ALIANZA PARA EL PROGRESO,JULIO CESAR DE LA ROSA LUJAN,HUANCAYO,1969-07-15,M,53
97,62,JUNIN RENACE,,100.0,"1,502","1,502","43,770",00000062.jpg,14.888,12.807,11,10/10/2022,18:13 h,100.0000,110100,JUNÍN,JUNÍN,110100,JUNIN RENACE,JUAN CARLOS ARREDONDO MAYTA,HUANCAYO,1978-01-01,M,44
98,60,CAMINEMOS JUNTOS POR JUNIN,,100.0,"1,502","1,502","59,738",00000060.jpg,20.319,17.479,11,10/10/2022,18:13 h,100.0000,110100,JUNÍN,JUNÍN,110100,CAMINEMOS JUNTOS POR JUNIN,EMERSON NOLASCO DELGADO,HUANCAYO,1976-07-28,M,46
99,61,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.0,"1,502","1,502","80,571",00000061.jpg,27.405,23.574,11,10/10/2022,18:13 h,100.0000,110100,JUNÍN,JUNÍN,110100,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,DENNYS MERCURIO CUBA RIVERA,HUANCAYO,1988-08-31,M,34
100,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,"2,656","2,656","5,050",00000008.jpg,0.95,0.833,12,10/10/2022,18:13 h,99.1045,120100,LA LIBERTAD,LA LIBERTAD,120100,PARTIDO POLITICO NACIONAL PERU LIBRE,ROGGER ABEL TABOADA RODRIGUEZ,TRUJILLO,1953-08-10,M,69
101,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,"2,656","2,656","5,247",00000011.jpg,0.987,0.866,12,10/10/2022,18:13 h,99.1045,120100,LA LIBERTAD,LA LIBERTAD,120100,PARTIDO FRENTE DE LA ESPERANZA 2021,ISIDRO NARCIZO PRETELL ALVAREZ,TRUJILLO,1965-01-02,M,57
102,6,FUERZA POPULAR,,100.0,"2,656","2,656","10,884",00000006.jpg,2.047,1.796,12,10/10/2022,18:13 h,99.1045,120100,LA LIBERTAD,LA LIBERTAD,120100,FUERZA POPULAR,JORGE LUIS SALVADOR VILLACORTA,TRUJILLO,1959-07-10,M,63
103,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,"2,656","2,656","18,462",00000007.jpg,3.473,3.047,12,10/10/2022,18:13 h,99.1045,120100,LA LIBERTAD,LA LIBERTAD,120100,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,MANUEL ALEJANDRO MONTOYA CARDENAS,TRUJILLO,1979-12-01,M,42
104,67,SUMATE,,100.0,"2,656","2,656","21,791",00000067.jpg,4.099,3.596,12,10/10/2022,18:13 h,99.1045,120100,LA LIBERTAD,LA LIBERTAD,120100,SUMATE,VICTOR HUGO DEL CARPIO SEDANO,TRUJILLO,1975-08-25,M,47
105,66,NUEVA LIBERTAD,,100.0,"2,656","2,656","26,488",00000066.jpg,4.983,4.371,12,10/10/2022,18:13 h,99.1045,120100,LA LIBERTAD,LA LIBERTAD,120100,NUEVA LIBERTAD,ELSA CABRERA ORDOÑEZ,TRUJILLO,1975-03-12,F,47
106,68,MOVIMIENTO REGIONAL FORTALEZA PERU,,100.0,"2,656","2,656","28,453",00000068.jpg,5.352,4.696,12,10/10/2022,18:13 h,99.1045,120100,LA LIBERTAD,LA LIBERTAD,120100,MOVIMIENTO REGIONAL FORTALEZA PERU,VERONICA DEL SOCORRO TORRES BRAVO,TRUJILLO,1980-12-28,F,41
107,3,RENOVACION POPULAR,,100.0,"2,656","2,656","31,947",00000003.jpg,6.009,5.272,12,10/10/2022,18:13 h,99.1045,120100,LA LIBERTAD,LA LIBERTAD,120100,RENOVACION POPULAR,CARLOS ENRIQUE CALDERON CARVAJAL,TRUJILLO,1963-02-03,M,59
108,69,MOVIMIENTO REGIONAL TRABAJO MAS TRABAJO,,100.0,"2,656","2,656","82,862",00000069.jpg,15.587,13.675,12,10/10/2022,18:13 h,99.1045,120100,LA LIBERTAD,LA LIBERTAD,120100,MOVIMIENTO REGIONAL TRABAJO MAS TRABAJO,MARTIN ALFONSO SIFUENTES PALACIOS,TRUJILLO,1964-03-16,M,58
109,4,ALIANZA PARA EL PROGRESO,,100.0,"2,656","2,656","114,074",00000004.jpg,21.458,18.826,12,10/10/2022,18:13 h,99.1045,120100,LA LIBERTAD,LA LIBERTAD,120100,ALIANZA PARA EL PROGRESO,JOSE PRUDENCIO RUIZ VEGA,TRUJILLO,1976-06-08,M,46
110,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,"2,656","2,656","186,353",00000002.jpg,35.054,30.755,12,10/10/2022,18:13 h,99.1045,120100,LA LIBERTAD,LA LIBERTAD,120100,PARTIDO DEMOCRATICO SOMOS PERU,CESAR ARTURO FERNANDEZ BAZAN,TRUJILLO,1976-05-11,M,46
111,141,PARTIDO PATRIOTICO DEL PERU,,100.0,"2,232","2,232","1,491",00000141.jpg,0.343,0.291,13,10/10/2022,18:13 h,98.3260,130100,LAMBAYEQUE,LAMBAYEQUE,130100,PARTIDO PATRIOTICO DEL PERU,RONAL DESIDERIO AGREDA BERMUDEZ,CHICLAYO,1978-11-12,M,43
112,71,MOVIMIENTO VERDE UNIDO,,100.0,"2,232","2,232","6,288",00000071.jpg,1.447,1.229,13,10/10/2022,18:13 h,98.3260,130100,LAMBAYEQUE,LAMBAYEQUE,130100,MOVIMIENTO VERDE UNIDO,MANUEL JESUS ARELLANO RUIZ,CHICLAYO,1953-10-13,M,68
113,3,RENOVACION POPULAR,,100.0,"2,232","2,232","14,479",00000003.jpg,3.333,2.83,13,10/10/2022,18:13 h,98.3260,130100,LAMBAYEQUE,LAMBAYEQUE,130100,RENOVACION POPULAR,JUAN GERMAN AURICH ZOOGER,CHICLAYO,1954-07-07,M,68
114,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,"2,232","2,232","17,641",00000008.jpg,4.061,3.448,13,10/10/2022,18:13 h,98.3260,130100,LAMBAYEQUE,LAMBAYEQUE,130100,PARTIDO POLITICO NACIONAL PERU LIBRE,ANTERO HUMBERTO MONSALVE GONZALEZ,CHICLAYO,1967-01-13,M,55
115,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,"2,232","2,232","20,636",00000011.jpg,4.75,4.033,13,10/10/2022,18:13 h,98.3260,130100,LAMBAYEQUE,LAMBAYEQUE,130100,PARTIDO FRENTE DE LA ESPERANZA 2021,FERNANDO ANTONIO CARPIO CUBAS,CHICLAYO,1959-07-06,M,63
116,1,ACCION POPULAR,,100.0,"2,232","2,232","26,659",00000001.jpg,6.137,5.211,13,10/10/2022,18:13 h,98.3260,130100,LAMBAYEQUE,LAMBAYEQUE,130100,ACCION POPULAR,CARMELO JESUS COCI OTOYA,CHICLAYO,1983-02-10,M,39
117,70,MOVIMIENTO REGIONAL CONSTRUYENDO,,100.0,"2,232","2,232","44,998",00000070.jpg,10.358,8.795,13,10/10/2022,18:13 h,98.3260,130100,LAMBAYEQUE,LAMBAYEQUE,130100,MOVIMIENTO REGIONAL CONSTRUYENDO,OSCAR LUIS CARPENA RECOBA,CHICLAYO,1981-08-14,M,41
118,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,"2,232","2,232","46,516",00000007.jpg,10.708,9.092,13,10/10/2022,18:13 h,98.3260,130100,LAMBAYEQUE,LAMBAYEQUE,130100,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,LUIS FELIPE ROMERO PEÑA,CHICLAYO,1971-11-13,M,50
119,6,FUERZA POPULAR,,100.0,"2,232","2,232","48,913",00000006.jpg,11.26,9.56,13,10/10/2022,18:13 h,98.3260,130100,LAMBAYEQUE,LAMBAYEQUE,130100,FUERZA POPULAR,RAFAEL ANTONIO AITA CAMPODONICO,CHICLAYO,1953-05-16,M,69
120,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,"2,232","2,232","56,746",00000002.jpg,13.063,11.091,13,10/10/2022,18:13 h,98.3260,130100,LAMBAYEQUE,LAMBAYEQUE,130100,PARTIDO DEMOCRATICO SOMOS PERU,MIGUEL ANGEL BARTRA GROSSO,CHICLAYO,1965-02-02,M,57
121,4,ALIANZA PARA EL PROGRESO,,100.0,"2,232","2,232","61,228",00000004.jpg,14.094,11.967,13,10/10/2022,18:13 h,98.3260,130100,LAMBAYEQUE,LAMBAYEQUE,130100,ALIANZA PARA EL PROGRESO,ANTONIO URIARTE GONZALES,CHICLAYO,1970-07-11,M,52
122,5,JUNTOS POR EL PERU,,100.0,"2,232","2,232","88,819",00000005.jpg,20.446,17.36,13,10/10/2022,18:13 h,98.3260,130100,LAMBAYEQUE,LAMBAYEQUE,130100,JUNTOS POR EL PERU,JANET ISABEL CUBAS CARRANZA,CHICLAYO,1962-06-16,F,60
123,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,"25,121","25,121","77,746",00000008.jpg,1.472,1.316,14,10/10/2022,18:13 h,99.0498,140100,LIMA,LIMA,140100,PARTIDO POLITICO NACIONAL PERU LIBRE,YURI CESAR CASTRO ROMERO,LIMA,1979-04-12,M,43
124,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,"25,121","25,121","185,031",00000007.jpg,3.502,3.131,14,10/10/2022,18:13 h,99.0498,140100,LIMA,LIMA,140100,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,LUIS ALFONSO MOLINA ARLES,LIMA,1949-08-05,M,73
125,5,JUNTOS POR EL PERU,,100.0,"25,121","25,121","336,632",00000005.jpg,6.372,5.696,14,10/10/2022,18:13 h,99.0498,140100,LIMA,LIMA,140100,JUNTOS POR EL PERU,GONZALO RICARDO ALEGRIA VARONA,LIMA,1962-10-23,M,59
126,4,ALIANZA PARA EL PROGRESO,,100.0,"25,121","25,121","375,081",00000004.jpg,7.1,6.347,14,10/10/2022,18:13 h,99.0498,140100,LIMA,LIMA,140100,ALIANZA PARA EL PROGRESO,OMAR KARIM CHEHADE MOYA,LIMA,1970-11-08,M,51
127,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,"25,121","25,121","576,961",00000011.jpg,10.921,9.763,14,10/10/2022,18:13 h,99.0498,140100,LIMA,LIMA,140100,PARTIDO FRENTE DE LA ESPERANZA 2021,ELIZABETH MARIA DEL ROSARIO LEON CHINCHAY,LIMA,1966-04-23,F,56
128,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,"25,121","25,121","1,000,616",00000002.jpg,18.94,16.932,14,10/10/2022,18:13 h,99.0498,140100,LIMA,LIMA,140100,PARTIDO DEMOCRATICO SOMOS PERU,GEORGE PATRICK FORSYTH SOMMER,LIMA,1982-06-20,M,40
129,9,PODEMOS PERU,,100.0,"25,121","25,121","1,338,658",00000009.jpg,25.338,22.652,14,10/10/2022,18:13 h,99.0498,140100,LIMA,LIMA,140100,PODEMOS PERU,DANIEL BELIZARIO URRESTI ELERA,LIMA,1956-08-25,M,66
130,3,RENOVACION POPULAR,,100.0,"25,121","25,121","1,392,379",00000003.jpg,26.355,23.561,14,10/10/2022,18:13 h,99.0498,140100,LIMA,LIMA,140100,RENOVACION POPULAR,RAFAEL BERNARDO LOPEZ ALIAGA CAZORLA,LIMA,1961-02-11,M,61
131,9,PODEMOS PERU,,100.0,"1,196","1,196",729,00000009.jpg,0.354,0.307,15,10/10/2022,18:13 h,93.6570,150100,LORETO,LORETO,150100,PODEMOS PERU,OSCAR DEAN MORILLAS SILVA,MAYNAS,1983-08-15,M,39
132,1,ACCION POPULAR,,100.0,"1,196","1,196","1,374",00000001.jpg,0.667,0.578,15,10/10/2022,18:13 h,93.6570,150100,LORETO,LORETO,150100,ACCION POPULAR,HERNANDO PIZARRO GARCIA,MAYNAS,1988-07-02,M,34
133,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,"1,196","1,196","1,484",00000008.jpg,0.721,0.624,15,10/10/2022,18:13 h,93.6570,150100,LORETO,LORETO,150100,PARTIDO POLITICO NACIONAL PERU LIBRE,ERNESTO CONCHA LA TORRE,MAYNAS,1962-11-07,M,59
134,6,FUERZA POPULAR,,100.0,"1,196","1,196","2,290",00000006.jpg,1.112,0.963,15,10/10/2022,18:13 h,93.6570,150100,LORETO,LORETO,150100,FUERZA POPULAR,MANUEL ENRIQUE PANDURO RENGIFO,MAYNAS,1979-12-31,M,42
135,76,JUNTOS POR LORETO,,100.0,"1,196","1,196","4,188",00000076.jpg,2.034,1.762,15,10/10/2022,18:13 h,93.6570,150100,LORETO,LORETO,150100,JUNTOS POR LORETO,ANTONIO RIOS CRISOSTOMO,MAYNAS,1987-04-24,M,35
136,10000080,MISION ORGANIZADA VIA INTEGRIDAD Y LIBERTAD,,100.0,"1,196","1,196","6,179",10000080.jpg,3.001,2.6,15,10/10/2022,18:13 h,93.6570,150100,LORETO,LORETO,150100,MISION ORGANIZADA VIA INTEGRIDAD Y LIBERTAD,VIVIANA LIZETH AMPUERO FERREIRA DE TAFUR,MAYNAS,1982-09-18,F,40
137,161,LORETO PARA TODOS,,100.0,"1,196","1,196","10,429",00000161.jpg,5.065,4.388,15,10/10/2022,18:13 h,93.6570,150100,LORETO,LORETO,150100,LORETO PARA TODOS,JOAQUIN ESTANISLAO GARCIA DE FREITAS,MAYNAS,1988-05-29,M,34
138,4,ALIANZA PARA EL PROGRESO,,100.0,"1,196","1,196","14,779",00000004.jpg,7.178,6.218,15,10/10/2022,18:13 h,93.6570,150100,LORETO,LORETO,150100,ALIANZA PARA EL PROGRESO,PATRICIA GIOVANNA URQUIZO BERGER,MAYNAS,1977-07-19,F,45
139,75,MOVIMIENTO INDEPENDIENTE LORETO - MI LORETO,,100.0,"1,196","1,196","22,129",00000075.jpg,10.747,9.31,15,10/10/2022,18:13 h,93.6570,150100,LORETO,LORETO,150100,MOVIMIENTO INDEPENDIENTE LORETO - MI LORETO,JORGE LUIS MONASI FRANCO,MAYNAS,1955-05-17,M,67
140,79,MOVIMIENTO INDEPENDIENTE REIVINDIQUEMOS LORETO,,100.0,"1,196","1,196","27,943",00000079.jpg,13.571,11.756,15,10/10/2022,18:13 h,93.6570,150100,LORETO,LORETO,150100,MOVIMIENTO INDEPENDIENTE REIVINDIQUEMOS LORETO,RICHARD ARTURO VASQUEZ SALAZAR,MAYNAS,1963-05-10,M,59
141,78,MOVIMIENTO ESPERANZA REGION AMAZONICA,,100.0,"1,196","1,196","49,457",00000078.jpg,24.019,20.808,15,10/10/2022,18:13 h,93.6570,150100,LORETO,LORETO,150100,MOVIMIENTO ESPERANZA REGION AMAZONICA,ROGER CRISTOBAL GRONERTH PINEDO,MAYNAS,1970-11-15,M,51
142,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,"1,196","1,196","64,924",00000002.jpg,31.531,27.315,15,10/10/2022,18:13 h,93.6570,150100,LORETO,LORETO,150100,PARTIDO DEMOCRATICO SOMOS PERU,GERMAN VLADIMIR CHONG RIOS,MAYNAS,1966-10-24,M,55
143,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,336,336,"1,900",00000002.jpg,3.006,2.555,16,10/10/2022,18:13 h,99.1150,160100,MADRE DE DIOS,MADRE DE DIOS,160100,PARTIDO DEMOCRATICO SOMOS PERU,JUAN CARLOS MAMANI MURRIETA,TAMBOPATA,1992-08-13,M,30
144,3,RENOVACION POPULAR,,100.0,336,336,"2,031",00000003.jpg,3.213,2.732,16,10/10/2022,18:13 h,99.1150,160100,MADRE DE DIOS,MADRE DE DIOS,160100,RENOVACION POPULAR,ALVARO TONINO GUTIERREZ VELA,TAMBOPATA,1964-07-06,M,58
145,4,ALIANZA PARA EL PROGRESO,,100.0,336,336,"3,717",00000004.jpg,5.88,4.999,16,10/10/2022,18:13 h,99.1150,160100,MADRE DE DIOS,MADRE DE DIOS,160100,ALIANZA PARA EL PROGRESO,NILS DERCY RUIZ SILVA,TAMBOPATA,1980-09-15,M,42
146,9,PODEMOS PERU,,100.0,336,336,"4,069",00000009.jpg,6.437,5.473,16,10/10/2022,18:13 h,99.1150,160100,MADRE DE DIOS,MADRE DE DIOS,160100,PODEMOS PERU,ELVIS JUNIOR CUTIPA PARI,TAMBOPATA,1986-03-08,M,36
147,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,336,336,"5,696",00000008.jpg,9.01,7.661,16,10/10/2022,18:13 h,99.1150,160100,MADRE DE DIOS,MADRE DE DIOS,160100,PARTIDO POLITICO NACIONAL PERU LIBRE,GERSON JORDAN RIVASPLATA FLORES,TAMBOPATA,1984-12-14,M,37
148,83,MOVIMIENTO REGIONAL FUERZA POR MADRE DE DIOS - MR FMDD,,100.0,336,336,"8,531",00000083.jpg,13.495,11.474,16,10/10/2022,18:13 h,99.1150,160100,MADRE DE DIOS,MADRE DE DIOS,160100,MOVIMIENTO REGIONAL FUERZA POR MADRE DE DIOS - MR FMDD,WILIAN QUISPE LAYME,TAMBOPATA,1985-10-28,M,36
149,10000081,MOVIMIENTO INDEPENDIENTE AMOR POR MADRE DE DIOS,,100.0,336,336,"18,292",10000081.jpg,28.935,24.602,16,10/10/2022,18:13 h,99.1150,160100,MADRE DE DIOS,MADRE DE DIOS,160100,MOVIMIENTO INDEPENDIENTE AMOR POR MADRE DE DIOS,MARIA LUZ MIRANDA BALAREZO,TAMBOPATA,1965-04-02,F,57
150,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,336,336,"18,981",00000007.jpg,30.025,25.529,16,10/10/2022,18:13 h,99.1150,160100,MADRE DE DIOS,MADRE DE DIOS,160100,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,LUIS ALBERTO BOCANGEL RAMIREZ,TAMBOPATA,1957-06-19,M,65
151,10,PARTIDO MORADO,,100.0,249,249,716,00000010.jpg,1.407,1.199,17,10/10/2022,18:13 h,100.0000,170100,MOQUEGUA,MOQUEGUA,170100,PARTIDO MORADO,RENZO RODRIGO IGOR HURTADO OCAÑA,MARISCAL NIETO,1976-04-28,M,46
152,88,NUESTRO ILO - MOQUEGUA - SANCHEZ CERRO,,100.0,249,249,793,00000088.jpg,1.558,1.328,17,10/10/2022,18:13 h,100.0000,170100,MOQUEGUA,MOQUEGUA,170100,NUESTRO ILO - MOQUEGUA - SANCHEZ CERRO,CARLOS ANTONIO RIVERA BECERRA,MARISCAL NIETO,1957-03-02,M,65
153,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,249,249,"1,935",00000011.jpg,3.801,3.241,17,10/10/2022,18:13 h,100.0000,170100,MOQUEGUA,MOQUEGUA,170100,PARTIDO FRENTE DE LA ESPERANZA 2021,MARCOS NOEL CALIZAYA PINTO,MARISCAL NIETO,1971-02-15,M,51
154,89,MOVIMIENTO POLITICO REGIONAL SUMATE AL CAMBIO,,100.0,249,249,"2,005",00000089.jpg,3.939,3.359,17,10/10/2022,18:13 h,100.0000,170100,MOQUEGUA,MOQUEGUA,170100,MOVIMIENTO POLITICO REGIONAL SUMATE AL CAMBIO,JASSON ANDRES ZUÑIGA PACHO,MARISCAL NIETO,1980-11-05,M,41
155,5,JUNTOS POR EL PERU,,100.0,249,249,"20,378",00000005.jpg,40.033,34.135,17,10/10/2022,18:13 h,100.0000,170100,MOQUEGUA,MOQUEGUA,170100,JUNTOS POR EL PERU,PEDRO JUAN TITO CALIZAYA,MARISCAL NIETO,1964-09-18,M,58
156,4,ALIANZA PARA EL PROGRESO,,100.0,249,249,"25,076",00000004.jpg,49.262,42.005,17,10/10/2022,18:13 h,100.0000,170100,MOQUEGUA,MOQUEGUA,170100,ALIANZA PARA EL PROGRESO,JOHN LARRY COAYLA,MARISCAL NIETO,1964-01-30,M,58
157,4,ALIANZA PARA EL PROGRESO,,100.0,363,363,"1,634",00000004.jpg,2.56,2.164,18,10/10/2022,18:13 h,100.0000,180100,PASCO,PASCO,180100,ALIANZA PARA EL PROGRESO,LUIS COLQUI SALOME,PASCO,1967-03-25,M,55
158,91,PASCO UNIDO,,100.0,363,363,"3,597",00000091.jpg,5.636,4.764,18,10/10/2022,18:13 h,100.0000,180100,PASCO,PASCO,180100,PASCO UNIDO,JUAN MANUEL NEGRETE CARHUARICRA,PASCO,1965-10-09,M,57
159,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,363,363,"3,947",00000008.jpg,6.185,5.228,18,10/10/2022,18:13 h,100.0000,180100,PASCO,PASCO,180100,PARTIDO POLITICO NACIONAL PERU LIBRE,ISAAC RAUL HUAMALI SANCHEZ,PASCO,1961-05-05,M,61
160,92,MOVIMIENTO REGIONAL JUVENTUD PASQUEÑA,,100.0,363,363,"5,689",00000092.jpg,8.915,7.535,18,10/10/2022,18:13 h,100.0000,180100,PASCO,PASCO,180100,MOVIMIENTO REGIONAL JUVENTUD PASQUEÑA,ELHYN CIRO CARRANZA DE LA ROSA,PASCO,1986-08-27,M,36
161,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,363,363,"7,558",00000011.jpg,11.843,10.011,18,10/10/2022,18:13 h,100.0000,180100,PASCO,PASCO,180100,PARTIDO FRENTE DE LA ESPERANZA 2021,ENOS ESCALANTE PAULINO,PASCO,1967-02-05,M,55
162,9,PODEMOS PERU,,100.0,363,363,"8,559",00000009.jpg,13.412,11.337,18,10/10/2022,18:13 h,100.0000,180100,PASCO,PASCO,180100,PODEMOS PERU,JOEL GERSON CAMONES MEDRANO,PASCO,1981-11-28,M,40
163,93,PASCO VERDE,,100.0,363,363,"8,731",00000093.jpg,13.681,11.565,18,10/10/2022,18:13 h,100.0000,180100,PASCO,PASCO,180100,PASCO VERDE,DARWIN ELVIS CHAVEZ MAURICIO,PASCO,1977-09-21,M,45
164,94,PASCO DIGNIDAD,,100.0,363,363,"11,363",00000094.jpg,17.806,15.051,18,10/10/2022,18:13 h,100.0000,180100,PASCO,PASCO,180100,PASCO DIGNIDAD,AMANDA LOPEZ GAMARRA,PASCO,1953-07-11,F,69
165,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,363,363,"12,739",00000002.jpg,19.962,16.874,18,10/10/2022,18:13 h,100.0000,180100,PASCO,PASCO,180100,PARTIDO DEMOCRATICO SOMOS PERU,JULIO CESAR RUPAY MALPARTIDA,PASCO,1976-05-03,M,46
166,3,RENOVACION POPULAR,,100.0,"1,887","1,887","6,267",00000003.jpg,1.706,1.408,19,10/10/2022,18:13 h,94.7289,190100,PIURA,PIURA,190100,RENOVACION POPULAR,JOSE DAGOBERTO MELGAR JIMENEZ,PIURA,1952-07-18,M,70
167,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,"1,887","1,887","8,339",00000011.jpg,2.271,1.874,19,10/10/2022,18:13 h,94.7289,190100,PIURA,PIURA,190100,PARTIDO FRENTE DE LA ESPERANZA 2021,WALTER JESUS FERNANDEZ PEÑA,PIURA,1983-06-24,M,39
168,9,PODEMOS PERU,,100.0,"1,887","1,887","9,104",00000009.jpg,2.479,2.046,19,10/10/2022,18:13 h,94.7289,190100,PIURA,PIURA,190100,PODEMOS PERU,JAVIER FERNANDO MIGUEL ATKINS LERGGIOS,PIURA,1956-02-08,M,66
169,6,FUERZA POPULAR,,100.0,"1,887","1,887","11,292",00000006.jpg,3.075,2.537,19,10/10/2022,18:13 h,94.7289,190100,PIURA,PIURA,190100,FUERZA POPULAR,JUAN CARLOS RUIZ VALENCIA,PIURA,1971-11-25,M,50
170,99,PIURA RENACE,,100.0,"1,887","1,887","15,324",00000099.jpg,4.173,3.444,19,10/10/2022,18:13 h,94.7289,190100,PIURA,PIURA,190100,PIURA RENACE,INGRID MILAGROS WIESSE LEON,PIURA,1981-10-18,F,40
171,95,MOVIMIENTO INDEPENDIENTE FUERZA REGIONAL,,100.0,"1,887","1,887","32,397",00000095.jpg,8.822,7.28,19,10/10/2022,18:13 h,94.7289,190100,PIURA,PIURA,190100,MOVIMIENTO INDEPENDIENTE FUERZA REGIONAL,SEGUNDO LUCIANO VALDIVIEZO RODRIGUEZ,PIURA,1966-09-28,M,56
